CUI1,STR1,CUI2,STR2
c0458219,pain regional complex syndrome,c0001962,ethanol
c0458219,complex pain regional syndrome,c0001962,ethanol
c0458219,regional complex pain syndrome,c0001962,ethanol
c0458219,pain syndromes regional complex,c0001962,ethanol
c0497327,dementia,c0005013,benperidol
c0497327,dementia nos,c0005013,benperidol
c0497327,dementias,c0005013,benperidol
c0497327,dementia nos,c0005013,benperidol
c0520679,apnea obstructive sleep,c0066677,modafinil
c0520679,sleep apnea obstructive,c0066677,modafinil
c0520679,obstructive sleep apnea,c0066677,modafinil
c0520679,apneas obstructive sleep,c0066677,modafinil
c0520679,obstructive sleep apneas,c0066677,modafinil
c0520679,sleep apneas obstructive,c0066677,modafinil
c0520679,apnea obstructive sleep,c0066677,modafinil
c0520679,apnea obstructive sleeping,c0066677,modafinil
c0520679,obstructive sleep apnoea,c0066677,modafinil
c0520679,sleep apnea  obstructive,c0066677,modafinil
c0520679,sleep apnoea  obstructive,c0066677,modafinil
c0520909,postoperative nauseavomiting,c0025853,metoclopramide
c0520909,postoperative nausea and vomiting,c0025853,metoclopramide
c0520909,nausea and vomiting postoperative,c0025853,metoclopramide
c0521170,osteoporotic fracture,c1690432,denosumab
c0521170,fracture osteoporotic,c1690432,denosumab
c0521170,fractures osteoporotic,c1690432,denosumab
c0521170,osteoporotic fractures,c1690432,denosumab
c0521170,fractures osteoporotic,c1690432,denosumab
c0521170,fractureosteoporotic,c1690432,denosumab
c0524909,hepatitis b chronic,c0021735,interferon alpha-2b
c0524909,hepatitis b chronic,c0021735,interferon alpha-2b
c0524909,chronic hepatitis b,c0021735,interferon alpha-2b
c0524910,hepatitis c chronic,c0021734,interferon alpha-2a
c0524910,chronic hepatitis c,c0021734,interferon alpha-2a
c0524910,hepatitis c chronic,c0021734,interferon alpha-2a
c0524910,c chronic hepatitis,c0021734,interferon alpha-2a
c0525045,mood disorders,c0006949,carbamazepine
c0525045,mood disorder nos,c0006949,carbamazepine
c0525045,disorder mood,c0006949,carbamazepine
c0525045,disorders mood,c0006949,carbamazepine
c0525045,mood disorder,c0006949,carbamazepine
c0525045,mood disorder nos,c0006949,carbamazepine
c0525045,disorder mood,c0006949,carbamazepine
c0525045,disorders mood,c0006949,carbamazepine
c0525046,schizophrenia spectrum and other psychotic disorders,c0009079,clozapine
c0525047,sexual and gender disorders,c0011185,prasterone
c0546127,mercury poisoning nervous system,c0012383,dimercaprol
c0546127,poisoning mercury nervous system,c0012383,dimercaprol
c0546127,nervous system poisoning mercury,c0012383,dimercaprol
c0546884,hypovolaemia,c0020352,hetastarch
c0546884,hypovolemia,c0020352,hetastarch
c0546884,hypovolemias,c0020352,hetastarch
c0553580,sarcoma ewings,c0010583,cyclophosphamide
c0553580,sarcoma ewing,c0010583,cyclophosphamide
c0553580,ewing sarcoma,c0010583,cyclophosphamide
c0553580,ewings sarcoma,c0010583,cyclophosphamide
c0553580,ewings sarcoma,c0010583,cyclophosphamide
c0553580,ewingss sarcoma,c0010583,cyclophosphamide
c0553580,sarcoma ewing,c0010583,cyclophosphamide
c0553580,sarcoma ewings,c0010583,cyclophosphamide
c0553580,sarcoma ewings,c0010583,cyclophosphamide
c0553580,ewings sarcoma nos,c0010583,cyclophosphamide
c0553580,sarcoma ewings,c0010583,cyclophosphamide
c0556346,binge drink,c1739826,lisdexamfetamine dimesylate
c0556346,binge drinking,c1739826,lisdexamfetamine dimesylate
c0556346,drinking binge,c1739826,lisdexamfetamine dimesylate
c0556346,drinking binge,c1739826,lisdexamfetamine dimesylate
c0559031,functional gastrointestinal disorder,c0058762,drotaverin
c0559031,functional gastrointestinal disorders,c0058762,drotaverin
c0559031,gastrointestinal disorders functional,c0058762,drotaverin
c0559031,gastrointestinal disorder functional,c0058762,drotaverin
c0600142,hot flushes,c0009014,clonidine
c0600142,flush hot,c0009014,clonidine
c0600142,flushed hot,c0009014,clonidine
c0600142,flushing hot,c0009014,clonidine
c0600142,flushes hot,c0009014,clonidine
c0600142,hot flushes nos,c0009014,clonidine
c0600142,hot flush,c0009014,clonidine
c0600260,lung disease obstructive,c0020264,hydrocodone
c0600260,lung diseases obstructive,c0020264,hydrocodone
c0600260,obstructive lung disease,c0020264,hydrocodone
c0600260,disease obstructive lung,c0020264,hydrocodone
c0600260,lung disease obstructive,c0020264,hydrocodone
c0600260,disease lung obstructive,c0020264,hydrocodone
c0600260,obstructive lung diseases,c0020264,hydrocodone
c0600260,lungsdiseases obstructive,c0020264,hydrocodone
c0600518,choroidal neovascularization,c0387288,verteporfin
c0600518,choroidal neovascularizations,c0387288,verteporfin
c0600518,neovascularization choroidal,c0387288,verteporfin
c0600518,choroidal neovascularisation,c0387288,verteporfin
c0677050,manganese poisoning,c0006692,"edetate, calcium disodium"
c0677050,manganese poison,c0006692,"edetate, calcium disodium"
c0677050,poisoning by manganese,c0006692,"edetate, calcium disodium"
c0677050,poisoning manganese,c0006692,"edetate, calcium disodium"
c0686347,dyskinesia tardive,c4078701,valbenazine
c0686347,tardive dyskinesia,c4078701,valbenazine
c0686347,dyskinesias tardive,c4078701,valbenazine
c0686347,dyskinesias tardive,c4078701,valbenazine
c0686347,dyskinesia tardive,c4078701,valbenazine
c0686347,tardive dyskinesias,c4078701,valbenazine
c0687720,central diabetes insipidus,c0011701,desmopressin
c0687720,diabetes insipidus central,c0011701,desmopressin
c0700345,candidiasis vulvovaginal,c0009074,clotrimazole
c0700345,vulvovaginal candidiasis,c0009074,clotrimazole
c0700345,candidiasis vulvovaginal,c0009074,clotrimazole
c0740394,hyperuricaemia,c0301383,mannitol hexanitrate
c0740394,hyperuricemia,c0301383,mannitol hexanitrate
c0740394,hyperuricemia nos,c0301383,mannitol hexanitrate
c0751249,insomnia chronic,c0016296,flunitrazepam
c0751249,insomnia chronic,c0016296,flunitrazepam
c0751249,chronic insomnia,c0016296,flunitrazepam
c0751495,focal seizure,c2725260,eslicarbazepine
c0751495,focal seizure nos,c2725260,eslicarbazepine
c0751495,seizure focal,c2725260,eslicarbazepine
c0751495,focal seizures,c2725260,eslicarbazepine
c0751495,seizure focal,c2725260,eslicarbazepine
c0751495,seizures focal,c2725260,eslicarbazepine
c0751830,gait disorder neurologic,c0000477,dalfampridine
c0751830,gait disorders neurologic,c0000477,dalfampridine
c0751830,neurologic gait disorder,c0000477,dalfampridine
c0751830,neurologic gait disorders,c0000477,dalfampridine
c0751850,heavy metal poisoning nervous system,c0040976,trientine
c0751850,poisoning heavy metals nervous system,c0040976,trientine
c0751861,lead poisoning nervous system childhood,c0012384,succimer
c0751861,nervous system poisoning lead childhood,c0012384,succimer
c0751861,poisoning lead nervous system childhood,c0012384,succimer
c0751865,alcoholinduced disorders nervous system,c0009014,clonidine
c0751865,alcohol induced disorders nervous system,c0009014,clonidine
c0751965,secondary progressive multiple sclerosis,c3657824,siponimod
c0751965,multiple sclerosis secondary progressive,c3657824,siponimod
c0751965,multiple sclerosis progressive secondary,c3657824,siponimod
c0751967,relapsing remitting multiple sclerosis,c0289884,glatiramer acetate
c0751967,multiple sclerosis relapsing remitting,c0289884,glatiramer acetate
c0751967,multiple sclerosis relapsingremitting,c0289884,glatiramer acetate
c0751967,multiple sclerosis remittingrelapsing,c0289884,glatiramer acetate
c0751967,remitting relapsing multiple sclerosis,c0289884,glatiramer acetate
c0751967,relapsingremitting multiple sclerosis,c0289884,glatiramer acetate
c0751967,multiple relapsing remitting sclerosis,c0289884,glatiramer acetate
c0751967,remittingrelapsing multiple sclerosis,c0289884,glatiramer acetate
c0752130,spinal cord ischemia,c0004609,baclofen
c0752130,cord ischemia spinal,c0004609,baclofen
c0752130,ischemia spinal cord,c0004609,baclofen
c0752130,cord ischemias spinal,c0004609,baclofen
c0752130,ischemias spinal cord,c0004609,baclofen
c0752130,spinal cord ischemias,c0004609,baclofen
c0752130,spinal cord ischaemia,c0004609,baclofen
c0752130,ischaemia of spinal cord,c0004609,baclofen
c0752130,ischemia of spinal cord,c0004609,baclofen
c0752130,ischemia spinal cord,c0004609,baclofen
c0752303,manifestation urological,c0031379,phenazopyridine
c0752303,manifestations urological,c0031379,phenazopyridine
c0752303,urological manifestation,c0031379,phenazopyridine
c0752303,urological manifestations,c0031379,phenazopyridine
c0836924,thrombocytosis,c0008163,chlorambucil
c0836924,thrombocytoses,c0008163,chlorambucil
c0851578,disorder sleep,c3529928,pitolisant
c0851578,sleep disorder,c3529928,pitolisant
c0851578,sleep disorder nos,c3529928,pitolisant
c0851578,sleep disorders,c3529928,pitolisant
c0851578,sleep disorder nos,c3529928,pitolisant
c0851578,disordersleep,c3529928,pitolisant
c0851578,sleeping disorders,c3529928,pitolisant
c0851578,disorder sleep,c3529928,pitolisant
c0851578,disorders sleep,c3529928,pitolisant
c0851578,sleep disorder nos,c3529928,pitolisant
c0852077,blood coagulation disorders inherited,c0040613,tranexamic acid
c0852077,inherited blood coagulation disorders,c0040613,tranexamic acid
c0852283,syndrome respiratory distress,c0001047,acetylcysteine
c0852283,distress syndromes respiratory,c0001047,acetylcysteine
c0852283,respiratory distress syndromes,c0001047,acetylcysteine
c0852283,distress syndrome respiratory,c0001047,acetylcysteine
c0852283,respiratory distress syndrome,c0001047,acetylcysteine
c0852874,moraxella infections,c0055011,cefpodoxime
c0852874,moraxella infection nos,c0055011,cefpodoxime
c0852874,infection moraxella,c0055011,cefpodoxime
c0852874,infections moraxella,c0055011,cefpodoxime
c0852874,moraxella infection,c0055011,cefpodoxime
c0854135,pseudomonas aeruginosa infection,c2825286,finafloxacin
c0854135,aeruginosa infections pseudomonas,c2825286,finafloxacin
c0854135,infection pseudomonas aeruginosa,c2825286,finafloxacin
c0854135,pseudomonas aeruginosa infection nos,c2825286,finafloxacin
c0854135,pseudomonas aeruginosa infections,c2825286,finafloxacin
c0857305,purpura thrombocytopenic,c0021735,interferon alpha-2b
c0857305,purpuras thrombocytopenic,c0021735,interferon alpha-2b
c0857305,thrombocytopenic purpuras,c0021735,interferon alpha-2b
c0857305,thrombocytopenic purpura,c0021735,interferon alpha-2b
c0857305,purpura thrombocytopenic,c0021735,interferon alpha-2b
c0857305,thrombocytopaenic purpura,c0021735,interferon alpha-2b
c0857305,purpura thrombocytopaenic,c0021735,interferon alpha-2b
c0857305,purpura thrombocytopenic,c0021735,interferon alpha-2b
c0857305,thrombocytopenic purpura,c0021735,interferon alpha-2b
c0877445,candidemia,c0537894,caspofungin
c0877445,candidaemia,c0537894,caspofungin
c0877792,circadian rhythm sleep disorder nos,c1313052,tasimelteon
c0877792,circadian rhythm sleep disorder,c1313052,tasimelteon
c0877792,circadian rhythm sleep disorders,c1313052,tasimelteon
c0877792,sleep disorders circadian rhythm,c1313052,tasimelteon
c0877792,sleep disorder circadian rhythm,c1313052,tasimelteon
c0877792,circadian rhythm sleep disorder,c1313052,tasimelteon
c0877792,sleep disorder circadian rhythm,c1313052,tasimelteon
c0878773,overactive bladder,c0077408,trospium chloride
c0878773,bladders overactive,c0077408,trospium chloride
c0878773,bladder overactive,c0077408,trospium chloride
c0878773,bladder overactive,c0077408,trospium chloride
c0878773,bladder overactive,c0077408,trospium chloride
c0878773,overactive bladder,c0077408,trospium chloride
c0887833,carcinoma pancreatic ductal,c0045093,gemcitabine
c0887833,carcinomas pancreatic ductal,c0045093,gemcitabine
c0887833,pancreatic ductal carcinomas,c0045093,gemcitabine
c0887833,ductal carcinoma pancreatic,c0045093,gemcitabine
c0887833,ductal carcinomas pancreatic,c0045093,gemcitabine
c0887833,carcinoma ductal pancreatic,c0045093,gemcitabine
c0887833,pancreatic ductal carcinoma,c0045093,gemcitabine
c0917801,sleeplessness,c0006213,bromazepam
c0919267,neoplasm ovarian,c0008163,chlorambucil
c0919267,ovarian neoplasms,c0008163,chlorambucil
c0919267,ovarian neoplasm,c0008163,chlorambucil
c0919267,ovarian neoplasm nos,c0008163,chlorambucil
c0919267,neoplasms ovarian,c0008163,chlorambucil
c0920269,instability microsatellite,c3658706,pembrolizumab
c0920269,instability microsatellite,c3658706,pembrolizumab
c0920269,microsatellite instability,c3658706,pembrolizumab
c0920350,autoimmune thyroiditides,c0040123,thyroglobulin
c0920350,thyroiditides autoimmune,c0040123,thyroglobulin
c0920350,thyroiditis autoimmune,c0040123,thyroglobulin
c0920350,autoimmune thyroiditis nos,c0040123,thyroglobulin
c0920350,autoimmune thyroiditis,c0040123,thyroglobulin
c0920350,thyroiditis autoimmune,c0040123,thyroglobulin
c0920350,autoimmune thyroiditis,c0040123,thyroglobulin
c0920350,thyroiditis autoimmune,c0040123,thyroglobulin
c0936215,vitamin b 6 deficiency,c0034266,"phosphate, pyridoxal"
c0936215,deficiency vitamin b 6,c0034266,"phosphate, pyridoxal"
c0949690,spondylarthritis,c0025041,meclofenamate sodium
c0949690,spondylarthritides,c0025041,meclofenamate sodium
c0949896,ebola virus zaire,c5432324,ansuvimab
c0949896,ebola zaire virus,c5432324,ansuvimab
c0949896,zaire ebola virus,c5432324,ansuvimab
c0949896,ebola virus zaire,c5432324,ansuvimab
c0950123,inborn genetic disease,c2343589,rilonacept
c0950123,disease inborn genetic,c2343589,rilonacept
c0950123,diseases inborn genetic,c2343589,rilonacept
c0950123,genetic disease inborn,c2343589,rilonacept
c0950123,genetic diseases inborn,c2343589,rilonacept
c0950123,inborn genetic diseases,c2343589,rilonacept
c1112209,abdominal infection,c0002499,amikacin
c1112209,abdominal infections,c0002499,amikacin
c1112209,infection abdominal,c0002499,amikacin
c1135191,heart failure systolic,c0961485,eplerenone
c1135191,heart failures systolic,c0961485,eplerenone
c1135191,systolic heart failures,c0961485,eplerenone
c1135191,failure heart systolic,c0961485,eplerenone
c1135191,systolic heart failure,c0961485,eplerenone
c1135191,heart failure systolic,c0961485,eplerenone
c1136321,hiv associated lipodystrophy syndrome,c1876200,tesamorelin
c1136321,hivassociated lipodystrophy syndrome,c1876200,tesamorelin
c1136321,lipodystrophy syndrome hivassociated,c1876200,tesamorelin
c1258225,moraxellaceae infections,c0007716,cephalexin
c1258225,moraxellaceae infection,c0007716,cephalexin
c1258225,infections moraxellaceae,c0007716,cephalexin
c1258225,infection moraxellaceae,c0007716,cephalexin
c1261473,sarcoma,c0005739,bleomycin sulphate
c1261473,sarcoma nos,c0005739,bleomycin sulphate
c1261473,sarcoma nos,c0005739,bleomycin sulphate
c1261473,sarcomas,c0005739,bleomycin sulphate
c1263846,attention deficit disorder with hyperactivity,c0002658,amphetamine
c1263846,attention deficithyperactivity disorder,c0002658,amphetamine
c1263846,attention deficit hyperactivity disorder,c0002658,amphetamine
c1263846,attentiondeficit hyperactivity disorder,c0002658,amphetamine
c1263846,attentiondeficit hyperactivity disorders,c0002658,amphetamine
c1263846,attentiondeficit hyperactivity disorder nos,c0002658,amphetamine
c1263846,disorders attention deficithyperactivity,c0002658,amphetamine
c1263846,deficithyperactivity disorders attention,c0002658,amphetamine
c1263846,deficithyperactivity disorder attention,c0002658,amphetamine
c1263846,attention deficithyperactivity disorders,c0002658,amphetamine
c1263846,disorder attention deficithyperactivity,c0002658,amphetamine
c1263846,attention deficithyperactivity disorder,c0002658,amphetamine
c1263846,attention deficit disorders with hyperactivity,c0002658,amphetamine
c1263846,attention deficit hyperactivity disorders,c0002658,amphetamine
c1263846,attentiondeficithyperactivity disorder,c0002658,amphetamine
c1263846,attention deficithyperactivity disorder nos,c0002658,amphetamine
c1263846,attention deficit disorder with hyperactivity,c0002658,amphetamine
c1269683,major depressive disorders,c0016365,fluoxetine
c1269683,major depressive disorder nos,c0016365,fluoxetine
c1269683,major depressive disorder,c0016365,fluoxetine
c1269683,depressive disorder major,c0016365,fluoxetine
c1269683,major depressive disorder nos,c0016365,fluoxetine
